cgpa,backlogs,college_tier,country,university_ranking_band,internship_count,aptitude_score,communication_score,specialization,industry,internship_quality_score,placement_status
7.446511612,0,Tier 2,Germany,300+,3,79.65873021,65.60131895,Data Science,Other,3.745807069,Not Placed
6.464741809,1,Tier 2,UK,300+,3,52.23479267,64.44467638,Cloud,Other,7.78927465,Placed
6.251649038,1,Tier 1,USA,300+,2,84.45681295,81.15029087,Cloud,Manufacturing,5.891046162,Not Placed
7.546663194,2,Tier 2,USA,300+,0,85.19930938,71.19680903,Core CS,Finance,6.569342241,Not Placed
6.446199737,1,Tier 2,Canada,100-300,2,49.56806119,59.78272787,Cybersecurity,Other,4.965229988,Placed
7.534993324,2,Tier 2,Germany,100-300,3,76.61935171,66.62724235,Data Science,Healthcare,5.3153924,Placed
8.571780106,0,Tier 3,India,100-300,0,95.48243077,51.25633609,Cybersecurity,Tech,5.350630215,Placed
7.012820226,1,Tier 3,UK,100-300,2,55.88199271,60.91403709,Core CS,Finance,6.469699506,Not Placed
6.532073877,0,Tier 1,India,Top 100,1,64.29776055,81.76908245,Core CS,Finance,6.113258318,Placed
7.894905867,3,Tier 3,UK,300+,0,81.82340486,73.49485725,AI/ML,Finance,2.685105769,Not Placed
8.342939739,0,Tier 2,USA,300+,3,47.0886163,86.78172482,Cybersecurity,Healthcare,3.801381254,Placed
5.865307414,2,Tier 1,Germany,300+,0,80.19390183,60.91528061,Data Science,Consulting,5.672446038,Not Placed
7.953365998,4,Tier 3,India,Top 100,3,70.11803421,70.19034521,Cybersecurity,Other,3.53680045,Not Placed
8.268813453,1,Tier 2,UK,300+,4,61.02888347,57.65285823,AI/ML,Consulting,4.764816473,Placed
5.565538882,1,Tier 1,Canada,Top 100,0,55.4686801,65.55384314,Core CS,Consulting,5.396683466,Not Placed
6.569883394,3,Tier 2,India,100-300,1,89.44605108,45.78566599,Cloud,Tech,5.333884544,Not Placed
6.842462554,2,Tier 2,Canada,300+,1,65.60374291,58.60808197,Core CS,Finance,4.096221418,Not Placed
7.01289983,6,Tier 2,USA,100-300,3,68.03573898,84.25797948,Core CS,Other,7.622912955,Not Placed
5.652265938,1,Tier 1,Canada,100-300,3,70.31897166,62.99858859,Data Science,Other,3.930233764,Not Placed
6.350078121,1,Tier 1,India,100-300,1,37.74843036,65.02758073,AI/ML,Consulting,5.043181551,Placed
7.111909786,3,Tier 1,Germany,Top 100,2,41.34528069,72.86029132,Core CS,Consulting,3.534218063,Placed
6.813020754,2,Tier 3,USA,Top 100,0,72.89304702,93.45034716,Cybersecurity,Finance,5.829425256,Placed
7.311327357,2,Tier 2,Canada,100-300,2,78.28735044,45.94359686,AI/ML,Consulting,2.065805207,Not Placed
6.645374199,1,Tier 2,UK,100-300,1,95.90088434,85.39257741,Cloud,Tech,3.081606391,Placed
6.924584743,2,Tier 2,UK,300+,0,70.80883261,73.5677112,AI/ML,Consulting,4.456872229,Placed
8.661874752,0,Tier 2,India,300+,1,92.33481637,65.6676053,Data Science,Consulting,5.424870756,Placed
6.216989027,1,Tier 2,USA,300+,3,58.41379702,75.2772084,AI/ML,Healthcare,4.333060917,Placed
7.037994775,2,Tier 3,USA,300+,0,83.43973534,67.0436492,Data Science,Tech,6.073815808,Placed
6.654163857,1,Tier 3,India,100-300,2,73.20492185,57.90140984,AI/ML,Manufacturing,3.865301867,Placed
7.24563139,0,Tier 2,India,100-300,1,64.78986578,63.35326509,AI/ML,Finance,2.957544118,Placed
7.057801639,2,Tier 1,Canada,100-300,1,56.38918237,59.59292435,Data Science,Healthcare,5.850192091,Placed
6.467662161,4,Tier 3,UK,100-300,3,100.0,61.49949461,Cloud,Manufacturing,6.282054824,Not Placed
4.842490686,5,Tier 2,India,300+,3,57.12516555,58.78438909,Data Science,Manufacturing,2.292432538,Not Placed
5.849271067,4,Tier 2,India,Top 100,2,53.84475667,51.22596788,Core CS,Tech,4.439464913,Not Placed
6.677296203,2,Tier 2,India,Top 100,4,74.32697576,48.24763341,Data Science,Tech,5.619869409,Placed
7.491968986,0,Tier 3,Canada,100-300,3,76.74891273,82.7204342,Data Science,Other,5.940657701,Placed
6.779902857,2,Tier 1,Canada,Top 100,0,65.23834621,85.06275574,Data Science,Other,5.707004108,Not Placed
8.081631493,0,Tier 1,USA,300+,3,73.53547938,68.48972582,Data Science,Consulting,7.703147741,Placed
6.907202342,0,Tier 1,UK,300+,2,70.15874787,56.0565953,Core CS,Tech,7.707313098,Placed
6.636361825,0,Tier 2,India,300+,1,59.21990938,54.31986844,Cybersecurity,Tech,6.974112743,Not Placed
6.744138978,3,Tier 1,India,300+,2,64.32436657,89.98707223,AI/ML,Consulting,3.928238473,Placed
5.872864718,2,Tier 1,India,300+,2,78.87767965,82.49411764,Cybersecurity,Finance,6.628102258,Placed
8.213115244,1,Tier 1,USA,300+,0,67.59802535,64.79601862,Core CS,Other,7.920109653,Placed
6.658742998,2,Tier 2,Canada,100-300,1,70.94209971,74.78342541,Cloud,Consulting,6.246632098,Not Placed
6.188416219,2,Tier 3,Germany,300+,1,68.74512985,61.71103799,Core CS,Manufacturing,4.095663496,Not Placed
8.941373189,0,Tier 2,Germany,100-300,0,85.58196655,53.26405666,Data Science,Tech,7.87157243,Placed
6.841552189,1,Tier 3,Germany,300+,1,90.27400013,54.14211051,Core CS,Manufacturing,6.603611916,Placed
7.342251516,0,Tier 3,USA,Top 100,2,49.36909179,98.98634216,Cybersecurity,Manufacturing,3.862029309,Placed
7.412751374,2,Tier 2,UK,100-300,1,78.89528566,45.55242109,AI/ML,Healthcare,4.812450742,Placed
7.955371586,1,Tier 3,USA,Top 100,2,85.53099154,52.41974654,Data Science,Manufacturing,7.375851823,Placed
7.151462646,1,Tier 1,UK,Top 100,1,77.52943532,65.19535064,AI/ML,Consulting,6.685142419,Placed
8.538756636,0,Tier 3,USA,100-300,3,56.98016206,83.12151399,AI/ML,Healthcare,2.798492693,Placed
6.5744978,3,Tier 1,USA,Top 100,1,74.5257916,76.90257567,Data Science,Consulting,4.439357123,Placed
6.110833634,3,Tier 2,UK,100-300,0,65.58681347,79.55839991,Core CS,Consulting,3.203379132,Not Placed
7.570398744,2,Tier 1,Canada,100-300,0,60.57152879,41.38549424,Core CS,Healthcare,3.650093253,Not Placed
7.388287926,3,Tier 2,USA,300+,2,71.21817595,74.45968058,Cybersecurity,Other,3.332412204,Not Placed
7.154725094,1,Tier 2,Germany,300+,1,64.26712648,93.53742371,Cloud,Healthcare,6.286880174,Not Placed
7.846982824,2,Tier 2,India,300+,1,75.56988498,51.49943471,AI/ML,Consulting,2.231376976,Placed
7.576797562,2,Tier 2,USA,100-300,1,68.66850487,86.25263651,Data Science,Consulting,3.461356654,Placed
6.669241037,0,Tier 1,USA,300+,4,66.13803892,78.42762437,Cloud,Consulting,4.065177738,Placed
7.594145935,1,Tier 1,Germany,300+,3,72.33940216,53.92050479,Core CS,Consulting,3.381199133,Not Placed
5.470687559,5,Tier 2,USA,300+,4,93.31249494,37.98794129,Core CS,Healthcare,4.531533274,Not Placed
8.300767132,0,Tier 2,Canada,100-300,3,30.0,44.11201378,Data Science,Consulting,2.796243703,Placed
7.266086008,2,Tier 3,Canada,Top 100,0,68.16555596,67.65837486,Data Science,Healthcare,6.758854689,Placed
7.15475886,0,Tier 3,India,100-300,0,90.68879543,53.70542393,Data Science,Healthcare,6.457957351,Placed
7.775015917,0,Tier 2,UK,300+,1,79.29087294,77.16277853,Cybersecurity,Tech,4.79921015,Not Placed
6.835497717,1,Tier 2,UK,100-300,3,68.47220607,57.0231014,Cybersecurity,Finance,3.893851169,Placed
6.519098758,3,Tier 2,UK,Top 100,3,60.65572213,74.10926555,Core CS,Consulting,5.474683647,Placed
7.627202223,3,Tier 1,Germany,100-300,2,55.63211872,57.14754686,AI/ML,Healthcare,5.296569618,Not Placed
6.889534132,1,Tier 1,Canada,100-300,2,56.86334528,55.52292684,AI/ML,Other,6.265602889,Not Placed
7.163807106,2,Tier 1,USA,300+,0,86.76501188,69.01500065,Core CS,Tech,4.17671952,Not Placed
6.452296139,1,Tier 3,UK,300+,1,63.62555133,75.01935402,Data Science,Healthcare,4.884193903,Not Placed
6.533022293,2,Tier 3,Germany,100-300,0,91.7736035,47.29546344,Core CS,Tech,8.19933149,Placed
6.598356621,2,Tier 3,USA,100-300,1,76.7555193,65.7599376,Data Science,Finance,6.179973875,Placed
7.351600984,0,Tier 3,India,100-300,2,63.04954125,96.21118004,Core CS,Consulting,8.52714235,Placed
6.454895812,3,Tier 2,UK,100-300,0,92.7074199,55.03114751,Data Science,Healthcare,3.366741718,Not Placed
7.434688154,5,Tier 2,India,100-300,1,54.44033208,76.00348913,Cybersecurity,Healthcare,4.668667943,Placed
6.469900993,3,Tier 3,Germany,100-300,1,68.67086319,58.44212789,Cloud,Tech,5.373445582,Not Placed
8.339887738,0,Tier 1,Canada,300+,0,73.8024652,64.13484573,Core CS,Healthcare,6.465532031,Placed
8.516898621,0,Tier 1,UK,300+,1,52.65202332,70.49490784,Cybersecurity,Healthcare,7.604444399,Not Placed
6.21622302,2,Tier 1,Germany,Top 100,0,44.7094482,65.5097464,AI/ML,Tech,4.101763492,Placed
7.654213039,1,Tier 1,USA,100-300,1,55.8574041,70.5729164,Cybersecurity,Healthcare,6.013021104,Not Placed
6.101204773,2,Tier 2,UK,100-300,3,80.39572211,47.96384935,Core CS,Consulting,1.769212491,Not Placed
6.179135325,1,Tier 2,USA,Top 100,3,65.30991818,69.03664046,Cybersecurity,Other,5.108104776,Not Placed
6.746317734,0,Tier 3,UK,100-300,1,63.08434292,71.88648396,Cloud,Other,3.681788748,Placed
7.265584264,0,Tier 2,Canada,300+,0,67.90208568,73.33613516,Cybersecurity,Finance,2.121256399,Not Placed
7.142160801,0,Tier 2,Germany,300+,3,59.48564158,78.94330656,Cybersecurity,Consulting,4.62974416,Placed
8.004957952,0,Tier 3,USA,100-300,1,76.03340619,72.29986185,Core CS,Healthcare,4.258051456,Placed
5.521393176,1,Tier 3,USA,300+,2,72.70092374,34.37892465,Cybersecurity,Other,3.328817995,Not Placed
6.697136205,3,Tier 2,USA,300+,1,62.85976136,82.03564048,Data Science,Finance,3.184802654,Not Placed
7.191886197,1,Tier 1,USA,100-300,1,68.62935821,63.97127226,Core CS,Consulting,4.474941975,Not Placed
7.901252024,2,Tier 2,India,Top 100,3,66.54503126,74.42061049,Cybersecurity,Consulting,3.84625341,Placed
7.142781331,1,Tier 2,Germany,100-300,1,64.45584226,64.25244232,Core CS,Manufacturing,5.112225393,Not Placed
7.340709765,0,Tier 3,USA,300+,1,73.35009093,58.4644435,AI/ML,Manufacturing,4.528971677,Placed
6.560060134,1,Tier 3,Canada,100-300,1,71.70553608,80.05933129,Data Science,Other,3.985442806,Placed
6.381592173,1,Tier 3,Canada,100-300,3,61.39543581,74.36529743,Cloud,Consulting,3.421676529,Placed
7.435567896,0,Tier 3,UK,100-300,0,41.81009486,37.7547105,Cybersecurity,Manufacturing,5.193853125,Placed
7.456389865,1,Tier 1,Germany,100-300,2,100.0,49.40040256,Cybersecurity,Manufacturing,4.620993693,Not Placed
7.036393181,0,Tier 3,India,300+,2,30.0,71.61070885,AI/ML,Consulting,2.792177705,Placed
7.146673605,0,Tier 3,USA,100-300,5,61.05771824,43.10736012,Cybersecurity,Other,4.998914489,Placed
6.359821812,1,Tier 2,Canada,300+,1,72.75039986,67.86127787,Data Science,Consulting,3.960259483,Not Placed
6.650624211,1,Tier 2,India,100-300,1,71.50466333,90.8700452,Cybersecurity,Consulting,3.66882985,Not Placed
5.650176736,1,Tier 3,India,100-300,0,90.79501695,45.47024656,Cybersecurity,Tech,4.459815245,Not Placed
6.937730242,1,Tier 3,USA,Top 100,1,41.40928047,46.614344,Core CS,Healthcare,5.521272691,Placed
5.43871767,1,Tier 2,India,100-300,0,45.07401779,87.6297774,Cloud,Healthcare,2.5065162,Not Placed
8.343797906,0,Tier 1,Germany,100-300,4,79.72754201,86.91562862,Core CS,Manufacturing,5.34198603,Placed
8.128745904,0,Tier 2,India,300+,1,80.11177606,84.28403229,Cybersecurity,Consulting,3.69383068,Placed
6.81122401,3,Tier 1,USA,100-300,0,50.04041219,60.71812686,Cybersecurity,Manufacturing,3.643263896,Not Placed
7.157216936,2,Tier 3,USA,100-300,1,100.0,46.58786299,Cloud,Healthcare,6.976387102,Not Placed
6.830232824,0,Tier 1,USA,100-300,0,100.0,66.41884353,AI/ML,Manufacturing,2.680678841,Placed
6.352220131,0,Tier 3,Canada,300+,3,61.53098074,66.20991197,Cybersecurity,Consulting,2.563685617,Placed
6.17819849,1,Tier 2,Germany,100-300,0,54.6326788,38.49206222,Cloud,Manufacturing,6.087374218,Not Placed
6.712185083,2,Tier 1,Canada,300+,2,52.38613042,30.0,Cloud,Consulting,6.027104072,Placed
5.274843698,2,Tier 1,Canada,100-300,0,87.80148272,35.86493895,AI/ML,Other,1.29743175,Not Placed
6.338215245,1,Tier 1,India,100-300,2,84.39988257,82.10297928,Cybersecurity,Other,2.98649036,Not Placed
6.751753836,4,Tier 2,Germany,100-300,0,78.6335618,75.30708456,Data Science,Finance,6.250834544,Placed
7.043117878,0,Tier 2,Canada,300+,0,51.22643527,67.7626279,Data Science,Other,4.071339203,Not Placed
7.027266775,1,Tier 2,Canada,100-300,0,84.00383882,50.27343645,Cloud,Finance,4.896838275,Placed
6.466133295,1,Tier 1,Germany,100-300,2,48.88355654,60.34539806,Data Science,Consulting,4.998187929,Not Placed
8.027283756,2,Tier 2,Germany,Top 100,1,48.97583877,88.53467115,Data Science,Healthcare,5.229489726,Placed
7.705829194,2,Tier 2,India,300+,5,85.1359237,57.37864868,AI/ML,Manufacturing,3.913853108,Placed
7.404016871,1,Tier 2,India,300+,2,71.6813543,84.60538672,Data Science,Other,8.016327972,Placed
7.6977576,1,Tier 1,Canada,100-300,0,78.1331794,75.09484606,Cloud,Consulting,3.518441372,Placed
5.914734556,3,Tier 1,India,300+,2,69.42263035,72.04762625,Core CS,Manufacturing,4.760492679,Not Placed
7.148670103,0,Tier 2,USA,300+,2,71.27424996,63.79960982,Cloud,Consulting,6.016598707,Placed
6.951969967,2,Tier 2,Germany,100-300,1,78.40919645,62.53332984,AI/ML,Finance,5.43967102,Not Placed
7.520908993,0,Tier 1,Germany,300+,0,71.5444521,82.21159788,Core CS,Other,7.337974683,Placed
7.334564605,0,Tier 1,UK,300+,3,64.64169087,73.10155605,Data Science,Manufacturing,6.575988935,Placed
6.592829099,2,Tier 1,USA,Top 100,0,65.28900384,48.13863815,Core CS,Tech,2.332739155,Not Placed
6.11461361,2,Tier 1,Canada,300+,1,70.12501704,64.61415271,Cloud,Finance,3.539918106,Not Placed
7.505926191,0,Tier 2,India,100-300,3,57.23715252,50.32008785,Data Science,Manufacturing,3.073798285,Placed
6.530867881,3,Tier 3,UK,300+,3,82.00795345,53.86920463,AI/ML,Healthcare,3.915827113,Not Placed
8.725079705,0,Tier 2,USA,100-300,1,75.81908824,47.70332885,Data Science,Other,3.724272944,Placed
5.248062636,1,Tier 1,India,100-300,3,70.54009591,51.1183138,Core CS,Other,3.358672911,Not Placed
7.696899763,1,Tier 3,UK,300+,5,58.83960586,76.04981602,Core CS,Finance,4.38374639,Not Placed
6.959105046,1,Tier 1,UK,100-300,2,49.25616778,75.25250594,Data Science,Tech,6.253474391,Placed
5.897905999,3,Tier 3,Germany,300+,3,41.0583062,49.63185897,AI/ML,Consulting,4.43954789,Not Placed
7.108450733,2,Tier 2,Germany,100-300,1,96.1970654,66.92204529,Core CS,Consulting,4.940461819,Placed
6.56899133,0,Tier 3,India,100-300,1,70.40097246,55.91183342,Cloud,Consulting,6.983521618,Placed
6.693932926,2,Tier 2,USA,100-300,0,66.71431338,73.15375692,Cybersecurity,Manufacturing,4.933001926,Not Placed
7.756169228,1,Tier 2,India,100-300,2,60.34082241,58.56829194,Data Science,Tech,4.666485873,Placed
8.292300552,1,Tier 2,India,100-300,1,79.99718945,81.2466206,Cybersecurity,Tech,4.610066126,Placed
5.531384995,1,Tier 2,UK,100-300,2,80.79572983,64.8796587,Cybersecurity,Consulting,4.404439485,Not Placed
6.679023622,1,Tier 1,USA,Top 100,1,91.36337152,69.33633706,Data Science,Finance,3.112646908,Placed
6.41365917,1,Tier 3,UK,300+,1,46.00838276,76.3073432,Core CS,Consulting,6.393239776,Not Placed
5.348107778,2,Tier 1,Canada,Top 100,2,74.67698944,58.28844353,Data Science,Finance,5.927439607,Placed
7.720426462,2,Tier 1,USA,Top 100,1,79.55735864,32.54113991,Data Science,Other,4.193546949,Placed
7.195112753,0,Tier 3,Germany,300+,1,64.04575677,60.54327807,AI/ML,Other,4.12442891,Placed
5.94363471,2,Tier 3,UK,100-300,2,52.45867916,65.70112948,Cybersecurity,Other,5.769595485,Not Placed
7.672496021,1,Tier 3,Germany,300+,2,77.21005248,77.9673,Cloud,Healthcare,5.714548431,Placed
5.439118509,1,Tier 1,India,100-300,1,53.35473725,44.24121739,Data Science,Healthcare,6.414025779,Placed
7.348169223,1,Tier 3,USA,100-300,0,75.29109577,57.84920536,AI/ML,Manufacturing,2.336125131,Not Placed
7.882976011,2,Tier 2,India,300+,2,66.83315244,61.33266031,Cloud,Tech,5.485753772,Placed
6.886096412,1,Tier 1,India,100-300,4,69.89005142,64.95108172,Cloud,Healthcare,5.112821273,Placed
7.919589891,1,Tier 1,India,300+,1,48.29793045,48.48734118,AI/ML,Manufacturing,6.604907388,Placed
6.95373071,3,Tier 2,USA,100-300,1,81.74780031,75.63669026,Data Science,Consulting,4.77828321,Placed
7.871015723,2,Tier 1,Germany,300+,2,74.37584867,76.43438709,Cloud,Finance,5.992520166,Not Placed
7.33344126,0,Tier 2,Canada,300+,1,55.35993136,71.02429527,Data Science,Healthcare,5.175318819,Placed
6.322912224,1,Tier 2,UK,Top 100,3,48.32206768,33.6880939,Core CS,Manufacturing,6.851540926,Not Placed
6.334436066,6,Tier 2,Canada,Top 100,1,53.10975651,80.30257351,Data Science,Other,1.469339322,Not Placed
6.301631128,1,Tier 1,UK,Top 100,0,75.57622583,62.75260721,AI/ML,Consulting,4.812307607,Placed
7.469809931,1,Tier 2,Canada,100-300,2,51.24820016,47.70400483,Cloud,Tech,4.606263737,Not Placed
5.665132741,3,Tier 3,Germany,Top 100,0,98.63596006,45.287183,AI/ML,Manufacturing,4.859770701,Not Placed
5.585474471,4,Tier 1,USA,100-300,1,58.37651572,44.25012399,Core CS,Other,4.68634092,Not Placed
7.232962204,1,Tier 3,USA,300+,3,42.53971438,34.51976718,AI/ML,Manufacturing,5.578324033,Placed
8.175827407,1,Tier 1,Canada,100-300,1,45.95149535,38.89188245,AI/ML,Finance,6.005683979,Not Placed
7.587285069,0,Tier 2,Germany,300+,1,78.55393748,43.6332177,AI/ML,Other,8.466987456,Placed
6.438434161,3,Tier 2,Germany,300+,2,36.72983896,60.95694144,Cybersecurity,Manufacturing,5.768708496,Placed
6.600688839,1,Tier 2,India,300+,3,60.12053309,89.51731292,Cloud,Consulting,4.389136637,Placed
7.066329483,0,Tier 2,Germany,100-300,1,77.41650088,75.54033085,Cloud,Finance,5.712966453,Placed
6.661047426,2,Tier 2,Canada,Top 100,2,84.61748442,66.0743698,Data Science,Other,5.041399909,Placed
6.543402965,1,Tier 1,Canada,100-300,2,58.63452816,70.93993195,Core CS,Tech,4.916009501,Placed
7.768243837,2,Tier 2,India,300+,2,52.10391764,68.13331611,Data Science,Tech,4.231700379,Placed
7.943074755,1,Tier 3,Canada,300+,0,80.79453569,62.6961945,Data Science,Healthcare,5.567512409,Not Placed
7.073408621,0,Tier 3,Germany,100-300,0,70.08102218,47.57817308,Core CS,Other,4.090864948,Placed
7.04244745,1,Tier 1,USA,100-300,0,66.77567189,60.03027707,AI/ML,Tech,6.453623171,Placed
5.935749099,3,Tier 3,UK,300+,3,73.23060053,89.74646548,Cybersecurity,Healthcare,6.06698198,Placed
6.930929713,0,Tier 1,UK,300+,2,56.91431272,68.23649019,AI/ML,Other,5.988214865,Placed
6.375074897,2,Tier 2,USA,Top 100,1,87.75593044,57.19712025,Core CS,Finance,5.481168859,Placed
8.040500321,0,Tier 1,Canada,300+,3,32.879271,54.7720306,Cloud,Consulting,6.296321137,Placed
6.551128695,2,Tier 2,Germany,100-300,1,65.23182414,68.93600592,Data Science,Finance,5.509197309,Placed
6.204114918,5,Tier 3,UK,100-300,3,76.17538276,60.19558567,Data Science,Other,1.635574828,Not Placed
6.969892238,1,Tier 2,Canada,300+,0,72.36578791,59.12552778,Cybersecurity,Finance,7.160038354,Not Placed
7.38026794,1,Tier 3,UK,100-300,2,100.0,59.19248165,Cybersecurity,Tech,5.157218989,Placed
6.943867431,6,Tier 2,Germany,300+,3,72.1132485,87.50812883,Cybersecurity,Manufacturing,5.612726902,Not Placed
7.370073034,1,Tier 1,India,300+,1,62.75239019,77.60235373,Core CS,Manufacturing,4.547651866,Not Placed
6.174435806,0,Tier 2,Canada,Top 100,0,100.0,37.24666565,Cloud,Healthcare,6.613722,Not Placed
7.568439282,2,Tier 2,UK,300+,2,73.56169116,53.53222125,Core CS,Finance,7.326369562,Placed
7.329252575,1,Tier 2,Germany,Top 100,2,61.36340047,71.05494739,Cloud,Finance,5.87255536,Placed
6.22816821,2,Tier 2,India,100-300,2,91.47542464,59.59167711,Core CS,Other,3.188298407,Not Placed
6.731371249,1,Tier 2,UK,300+,3,75.64767107,86.8155167,AI/ML,Healthcare,4.488666696,Placed
6.499381565,0,Tier 3,UK,Top 100,4,70.68428126,56.20358118,Cybersecurity,Manufacturing,2.919319412,Not Placed
6.492571322,2,Tier 3,UK,100-300,2,74.89161859,68.18669976,Cybersecurity,Tech,3.707283751,Not Placed
7.817570221,1,Tier 3,Canada,300+,1,100.0,69.94997113,Data Science,Other,4.216019034,Not Placed
6.152959881,4,Tier 1,India,300+,0,59.26281078,56.4551345,AI/ML,Manufacturing,2.934390714,Not Placed
6.926425227,1,Tier 3,India,300+,1,68.84796941,63.51876744,Data Science,Other,4.802761899,Not Placed
7.51630076,0,Tier 1,India,100-300,2,49.98975969,68.11732987,Cybersecurity,Healthcare,1.669616931,Not Placed
5.943813434,1,Tier 2,Germany,100-300,3,71.7329966,56.1673123,Cybersecurity,Manufacturing,3.881746005,Placed
7.569857728,2,Tier 3,UK,100-300,2,84.50399957,68.38642479,AI/ML,Tech,3.745125637,Not Placed
6.189735104,1,Tier 1,USA,100-300,0,65.14670895,48.96862443,Data Science,Tech,6.973043921,Placed
7.067275511,1,Tier 1,Canada,300+,0,76.98251884,58.50453139,Cybersecurity,Manufacturing,4.178618254,Placed
7.194925779,0,Tier 3,India,300+,1,37.71357054,54.21849086,Data Science,Finance,6.278020619,Not Placed
7.208353811,0,Tier 2,India,300+,0,73.76798504,80.69180264,Data Science,Tech,5.103167319,Placed
6.597620184,2,Tier 3,USA,100-300,1,83.26849123,78.07002275,Data Science,Manufacturing,3.567863584,Not Placed
7.901880071,0,Tier 2,Canada,100-300,2,73.03244041,73.48357895,Cloud,Finance,6.732635895,Placed
8.263550313,0,Tier 1,USA,100-300,0,60.43081083,71.08640772,Core CS,Manufacturing,2.985968112,Not Placed
7.495769157,2,Tier 2,Canada,100-300,2,56.91867966,80.30127184,AI/ML,Tech,4.32323324,Not Placed
6.57174663,1,Tier 3,Canada,100-300,1,68.28462645,61.96036838,Data Science,Healthcare,5.005066589,Placed
7.087657264,0,Tier 2,Germany,100-300,0,100.0,58.40594828,Core CS,Finance,5.725080102,Placed
7.538545081,0,Tier 1,USA,Top 100,1,83.81928405,68.65648105,Cloud,Manufacturing,3.03311126,Not Placed
6.285769988,0,Tier 1,UK,100-300,2,88.45312128,66.69475311,Data Science,Other,3.75975719,Placed
6.809115575,2,Tier 3,India,100-300,0,51.05155187,80.26134429,Data Science,Tech,6.442357892,Not Placed
7.035250054,0,Tier 3,Canada,300+,4,69.71607923,30.3874839,Core CS,Healthcare,5.159026335,Placed
6.477056687,1,Tier 2,Canada,300+,2,62.52535971,64.84159861,Cybersecurity,Healthcare,7.664591937,Placed
5.454347873,1,Tier 2,USA,Top 100,0,54.56388871,57.09507849,Data Science,Healthcare,4.345403445,Not Placed
6.681953788,2,Tier 2,UK,Top 100,4,71.67160849,52.29891447,Data Science,Tech,6.09574339,Placed
6.931026322,0,Tier 2,Germany,Top 100,0,57.36288945,87.67555282,AI/ML,Tech,4.567360604,Placed
7.038260256,1,Tier 1,UK,300+,0,82.92921794,75.56538059,Cybersecurity,Finance,4.508867891,Placed
5.436325596,1,Tier 3,USA,100-300,0,71.07701602,77.97736225,Core CS,Tech,3.877025429,Not Placed
7.027500247,2,Tier 1,USA,100-300,1,80.07113389,79.19261467,Core CS,Manufacturing,6.195947649,Placed
6.454340162,1,Tier 2,India,100-300,2,74.26961323,53.41667074,Cloud,Tech,6.241707906,Placed
6.93526613,2,Tier 2,Canada,100-300,3,65.57827677,65.73764024,Cloud,Consulting,2.437468798,Placed
8.169373613,0,Tier 2,USA,Top 100,2,75.88172567,83.43893686,Core CS,Consulting,5.574334383,Placed
6.332652121,0,Tier 1,USA,300+,1,54.91357685,51.74239271,AI/ML,Consulting,5.164763042,Placed
7.209000425,2,Tier 3,USA,300+,0,75.04942291,71.28661569,Data Science,Tech,3.483741562,Not Placed
7.690034788,0,Tier 1,India,Top 100,2,55.30684921,81.69798601,Data Science,Consulting,4.168144783,Placed
5.359714034,1,Tier 2,Canada,300+,0,92.3328229,76.19299544,Core CS,Finance,5.665998026,Placed
5.966189844,2,Tier 3,USA,300+,1,66.85472727,72.01208767,Core CS,Healthcare,8.322676914,Placed
5.423753135,3,Tier 1,UK,Top 100,1,61.6231567,56.67327863,AI/ML,Healthcare,4.852952927,Placed
7.436629371,1,Tier 2,Germany,300+,4,63.40085729,52.7564078,Cloud,Tech,6.572479893,Placed
6.369561901,0,Tier 2,India,300+,1,42.12846117,84.47676766,Core CS,Manufacturing,6.853648541,Not Placed
6.91013756,2,Tier 1,USA,100-300,1,56.81965963,38.54809053,Core CS,Consulting,6.007712909,Placed
6.343454145,0,Tier 3,UK,300+,1,66.01086598,59.88099052,Core CS,Consulting,5.085885019,Not Placed
8.194967807,0,Tier 3,Canada,300+,3,80.49358339,64.42039364,AI/ML,Tech,5.013162107,Placed
6.490498821,2,Tier 1,Germany,100-300,2,77.15236614,89.98224335,Core CS,Healthcare,5.841034493,Not Placed
5.108115702,1,Tier 1,UK,300+,0,56.13723097,53.9554865,AI/ML,Other,3.843103994,Not Placed
7.132687221,1,Tier 1,India,Top 100,3,52.81924206,69.36332182,Core CS,Tech,6.245936159,Placed
7.096507809,1,Tier 2,Canada,100-300,2,54.85203961,58.37087516,Cybersecurity,Consulting,5.401506491,Placed
7.745332773,0,Tier 1,India,100-300,1,74.2589206,56.06732477,Core CS,Healthcare,4.367250888,Not Placed
7.305946653,2,Tier 2,India,100-300,2,86.35954736,63.98932747,Cybersecurity,Healthcare,4.442330716,Placed
6.908210847,0,Tier 1,USA,Top 100,0,70.38190964,68.15956008,Cybersecurity,Manufacturing,4.210485711,Placed
7.75005611,4,Tier 2,Canada,300+,1,80.25847453,70.72249663,Data Science,Healthcare,3.28553252,Not Placed
8.71665994,0,Tier 3,USA,100-300,1,81.35171884,58.93579711,Cloud,Healthcare,6.666336709,Placed
6.851323398,1,Tier 1,USA,300+,1,87.61287063,68.52817081,Data Science,Manufacturing,3.98436541,Placed
6.949380832,1,Tier 1,UK,300+,2,81.13179496,80.48641181,Cloud,Manufacturing,7.038803213,Placed
7.294938647,0,Tier 1,USA,100-300,1,71.03525215,42.93111946,Cloud,Tech,7.025576765,Placed
7.979159003,0,Tier 1,Canada,300+,4,61.50379134,55.31494689,AI/ML,Consulting,6.218492059,Placed
